experiment,n,salt,estimator,result,abs_error,rel_error,server_elapsed_s,wall_s,attempts
B_salted,10000000000,4,uniqCombined64,10015331254,15331254,1.533125e-03,73.125,73.125,1
B_salted,10000000000,5,uniqCombined64,9966880807,-33119193,-3.311919e-03,72.589,72.578,1
B_salted,10000000000,6,uniqCombined64,9977656070,-22343930,-2.234393e-03,72.639,72.641,1
B_salted,10000000000,7,uniqCombined64,10047516463,47516463,4.751646e-03,74.247,74.25,1
B_salted,10000000000,8,uniqCombined64,10005605318,5605318,5.605318e-04,76.252,76.25,1
B_salted,10000000000,9,uniqCombined64,9981016729,-18983271,-1.898327e-03,72.409,72.406,1
B_salted,10000000000,10,uniqCombined64,9983173759,-16826241,-1.682624e-03,71.612,71.609,1
B_salted,100000000000,1,uniqCombined64,99941704910,-58295090,-5.829509e-04,729.315,730.625,1
B_salted,100000000000,2,uniqCombined64,100241245936,241245936,2.412459e-03,735.971,735.985,1
B_salted,100000000000,3,uniqCombined64,99962654137,-37345863,-3.734586e-04,734.636,734.625,1
B_salted,100000000000,4,uniqCombined64,100319598893,319598893,3.195989e-03,733.837,733.844,1
B_salted,100000000000,5,uniqCombined64,99777433102,-222566898,-2.225669e-03,738.972,738.968,1
